content,score,at,sentiment,processed_content,review_length
"pengirimannya LAAAAMWAAAA BINGIT + suka nge lag nga jelas, sekian terima jeonghan 😙💅",3,2025-03-03 15:10:35,neutral,pengirimannya laaaamwaaaa bingit suka nge lag nga sekian terima jeonghan 😙💅,84
"Tokopedia sekarang isinya banyak toko - toko nggak jelas, contohnya toko Qurthubie di Pontianak, pesanan nggak dikirim kirim, chat nggak direspon respon, harga emang murah ditoko itu, tp cumak buat ngeprank, karena kalau pesan nggak dikirim kirim, kita chat pun nggak akan dibalas balas",1,2025-03-03 15:05:52,negative,tokopedia isinya toko toko nggak contohnya toko qurthubi pontianak pesanan nggak dikirim kirim chat nggak direspon respon harga emang murah ditoko tp cumak ngeprank pesan nggak dikirim kirim chat nggak dibala bala,286
Tokopedia semenjak diakuisisi tiktok pelit banget njir vouchernya huuu,1,2025-03-03 15:05:41,negative,tokopedia semenjak diakuisisi tiktok pelit banget njir vouchernya huuu,70
Kak knpa Tokopedia saya Payleter nya tidak bisa Dipakai,3,2025-03-03 15:00:15,neutral,kak knpa tokopedia paylet nya dipakai,55
pertanggal 2 maret akun tokopedia saya telah dibajak orang menyebabkan limit gopaylater saya disalahgunakan. Mohon bantuannya semua pihak tokped untuk segera ditangani karena dengan adanya masalah ini saya merasa sangat dirugikan,3,2025-03-03 14:54:45,neutral,pertangg maret akun tokopedia dibajak orang menyebabkan limit gopaylat disalahgunakan mohon bantuannya tokp ditangani dirugikan,229
sangat mudah dan praktis,5,2025-03-03 14:42:24,positive,mudah prakti,24
semoga kedepnya lebaih baik lagi dalm pemayanan,5,2025-03-03 14:32:12,positive,semoga kedepnya lebaih dalm pemayanan,47
the best olshop 👍👍👍,5,2025-03-03 14:27:25,positive,the best olshop 👍👍👍,19
"Akun baru, tp knp ya baru pertama kali belanja Ktnya iya 80℅ tp pas udah d CO d batalkan oleh sistem,, Sedihh jg",1,2025-03-03 14:20:14,negative,akun tp knp ya kali belanja ktnya iya ℅ tp pa udah d co d batalkan sistem sedihh jg,112
Syukron Jazakallah Khoir,5,2025-03-03 14:16:08,positive,syukron jazakallah khoir,24
bagus,4,2025-03-03 14:04:55,positive,bagu,5
Lemot bgt buka tokped,1,2025-03-03 13:56:40,negative,lemot bgt buka tokp,21
👍,5,2025-03-03 13:53:38,positive,👍,1
"Pesanan saya dibatalkan oleh sistem, tapi refundnya tidak sesuai dengan dana yang saya keluarkan.",1,2025-03-03 13:45:37,negative,pesanan dibatalkan sistem refundnya sesuai dana keluarkan,97
"Toko pedia banyak peromo juga harga nyah sangat"" Murah kualitas bagus dan seller amanah mantap tokopedia Jaya terus",5,2025-03-03 13:34:17,positive,toko pedia peromo harga nyah murah kualita bagu seller amanah mantap tokopedia jaya,115
EKPEDISINYA GAJELAS,1,2025-03-03 13:31:08,negative,ekpedisinya gajela,19
Pembatalan pesanan pengembalian dana lama tidak seperti shopee,1,2025-03-03 13:24:16,negative,pembatalan pesanan pengembalian dana shope,62
Cocok untuk yang mau belajar bahasa lain,5,2025-03-03 13:20:48,positive,cocok belajar bahasa,40
nipu bgt saya pake voucher penggunaan baru pas mau dilakukan transaksi malah voucher nya hilang gini bgt,1,2025-03-03 13:12:02,negative,nipu bgt pake voucher penggunaan pa transaksi voucher nya hilang gini bgt,104
bagusss,5,2025-03-03 12:59:39,positive,bagusss,7
Oke,5,2025-03-03 12:56:45,positive,oke,3
Saya selalu belanja disini. Tapi fitur pembatalan terlalu banyak memakan waktu. Padahal sudah jelas si penjual ga kompeten. Saya rasa maksimal 2 hari cukup untuk packing ini sampai 4 hari d beri waktu? Kita hidup d era yang serba cepat! Jika tidak bisa mengikuti arus ya bakal kegerus.,1,2025-03-03 12:53:45,negative,belanja fitur pembatalan memakan si penjual ga kompeten maksim pack d hidup d era serba cepat mengikuti aru ya kegeru,285
Enak sih pake toko pedia barang nya asli semua Minusnya cuma agak lambat aja pengiriman nya,4,2025-03-03 12:52:57,positive,enak sih pake toko pedia barang nya asli minusnya lambat aja pengiriman nya,91
lengkap,5,2025-03-03 12:40:56,positive,lengkap,7
Mohon perbanyak cashback ya kak. Dan diskon utk pembeli di Super Seller tokped,5,2025-03-03 12:39:00,positive,mohon perbanyak cashback ya kak diskon utk pemb super seller tokp,78
"susah daftar payleter ya,apk ya si udah bagus banyak diskon ya",5,2025-03-03 12:27:47,positive,susah daftar paylet yaapk ya si udah bagu diskon ya,62
CS GA GUNA,1,2025-03-03 12:21:39,negative,cs ga,10
sangat bagus & memuaskan ..harga pas di kantong belanja di Tokopedia..terima kasih 🙏☺️,5,2025-03-03 12:18:26,positive,bagu memuaskan harga pa kantong belanja tokopediaterima kasih 🙏☺️,86
gerak cepat,5,2025-03-03 12:17:38,positive,gerak cepat,11
bagus harganya BS murah banget,5,2025-03-03 12:16:58,positive,bagu harganya bs murah banget,30
"Toped"" kita beli barang tgl 27 sampai sekarng masih proses, tolong dhog apdate mkch""",5,2025-03-03 12:14:41,positive,tope beli barang tgl sekarng prose tolong dhog apdat mkch,84
Sangat bermanfaat dan membantu,5,2025-03-03 12:05:52,positive,bermanfaat membantu,30
"Tanggal kembar + bulan puasa gak ngasih promo sama sekali, good job tokped 👍 Waktu yang tepat untuk vakum tokped 🤣",1,2025-03-03 12:05:02,negative,tanggal kembar puasa gak ngasih promo good job tokp 👍 vakum tokp 🤣,114
Nice,5,2025-03-03 12:03:52,positive,nice,4
"Kalau memang gada diskon ya harus tertera yang jelas harga d aplikasi, jangan sudah CO terus d batalkan sistem, penipuan klo gtu nmanya, jadi mau ga mau harus belanja karena duit masuk saldo aplikasi",1,2025-03-03 12:01:52,negative,gada diskon ya tertera harga d aplikasi co d batalkan sistem penipuan klo gtu nmanya ga belanja duit masuk saldo aplikasi,199
okee bagus,5,2025-03-03 11:59:51,positive,oke bagu,10
"Aplikasi tokopedia sekarang kacau, baru di update biar bisa buka inbox (sbg seller) & berhasil tp gak lama kemudian kembali lagi gak bisa dibuka lagi inbox (sbg penjual), payah 🤣😁 nb: sdh hub.adminnya tp gak direspon / gak dijawab. Benar2 kacau & ambyar tokopedia 🤣😁",1,2025-03-03 11:48:25,negative,aplikasi tokopedia kacau updat biar buka inbox sbg seller berhasil tp gak gak dibuka inbox sbg penjual payah 🤣😁 nb sdh hubadminnya tp gak direspon gak kacau ambyar tokopedia 🤣😁,266
"belanja di Topek hemat setiap hari,sukses selalu🙏🙏",5,2025-03-03 11:48:16,positive,belanja topek hemat harisuks selalu🙏🙏,50
Marketplace No.1 Di internet Keren,1,2025-03-03 11:42:39,negative,marketplac no internet keren,34
kok ga bisa COD ya. sampe pusing adu argumen sama seller yg bilang akun gue mungkin baru makanya gak bisa COD. lah barang situ kan melebihi batas maximal 2 juta setengah.. ya udah limit pas CO juga tombol CODnya mati. gak kaya apk sebelah limit di 5 juta,1,2025-03-03 11:38:10,negative,ga cod ya samp puse adu argumen seller yg bilang akun gue gak cod barang situ melebihi bata maxim juta ya udah limit pa co tombol codnya mati gak kaya apk sebelah limit juta,254
wow,5,2025-03-03 11:36:49,positive,wow,3
Murah bgt belanja di tokped. Nice ni apk 👍👍👍👍👍,5,2025-03-03 11:24:24,positive,murah bgt belanja tokp nice ni apk 👍👍👍👍👍,46
Pengajuan retur barang dan klaim asuransi barang rusak ribet dan cenderung ga bisa di klaim uang kembali walaupun sudah ada bukti jelas. Kapok,1,2025-03-03 11:10:50,negative,pengajuan retur barang klaim asuransi barang rusak ribet cenderung ga klaim uang bukti kapok,142
Bagus tapi mahal semua,5,2025-03-03 10:59:38,positive,bagu mahal,22
halaman menarik dan tidak kaku,5,2025-03-03 10:57:51,positive,halaman menarik kaku,30
okeh laahh,5,2025-03-03 10:56:50,positive,okeh laahh,10
"Pembeliannya dalam negeri,,tapi pengirimannya kaya dari luar negeri",2,2025-03-03 10:50:45,negative,pembeliannya negeritapi pengirimannya kaya negeri,67
bagus,5,2025-03-03 10:49:17,positive,bagu,5
toped pembayaran serba mudah.terima kasih.,5,2025-03-03 10:48:12,positive,tope pembayaran serba mudahterima kasih,42
Ok,5,2025-03-03 10:44:57,positive,ok,2
"hubungi cs nya susah bgt, repson nya gitu gitu aja",1,2025-03-03 10:44:37,negative,hubungi cs nya susah bgt repson nya gitu gitu aja,50
Sudah berbulan2 gak pernah lagi belanja d tokped. Karena diskon nya gak jelas dipakai buat apa dan sekarang hampir gak ada diskon lagi. Apalagi Paylater nya lebih mahal dr yg lain.,1,2025-03-03 10:30:58,negative,berbulan gak belanja d tokp diskon nya gak dipakai gak diskon paylat nya mahal dr yg,180
Produkya ...paling mahal .di tokopedia dripada . Shoope /lazada ..🤣,2,2025-03-03 10:26:36,negative,produkya mahal tokopedia dripada shoop lazada 🤣,67
makasih tokped aku bisa beliin mesin jahit ibuku karena di oren kw,5,2025-03-03 10:22:23,positive,makasih tokp beliin mesin jahit ibuku oren kw,66
Aplikasi terbaru sangat jelek karena bila penjual tidak respon maka uang bisa terjebak bila melakukan pemesanan karena otomatis di.proses sistem bukan penjualnya.... sedangkan kalau dibatalkan harus menunggu penjual approve... penjualnya tidak respon bagaimana mau approve pembatalan... otomatis uang terjebak di toped.... yg untung siapa ya toped uang bisa mengendap dan dikelola... pembeli rugi karena uangnya belum balik dan gak bisa bertransaksi... itu kejadian di saya...,1,2025-03-03 10:17:34,negative,aplikasi terbaru jelek penjual respon uang terjebak pemesanan otomati dipros sistem penjualnya dibatalkan menunggu penjual approv penjualnya respon approv pembatalan otomati uang terjebak tope yg untung ya tope uang mengendap dikelola pemb rugi uangnya gak bertransaksi kejadian,476
Mantaap,5,2025-03-03 10:17:14,positive,mantaap,7
sangat memuaskan,5,2025-03-03 10:16:07,positive,memuaskan,16
"Sering update tapi makin kacau, masa produk yang saya jual ga bisa dicari bahkan tidak muncul di halaman pencarian ketika login dengan akun, sedangkan saat tidak login produknya malah muncul begitu juga produk serupa yang dijual seller lain. Tolong diperbaiki lagi jangan hanya update terus",2,2025-03-03 09:47:31,negative,updat kacau produk jual ga dicari muncul halaman pencarian login akun login produknya muncul produk dijual seller tolong diperbaiki updat,290
ok,5,2025-03-03 09:34:40,positive,ok,2
Bangke..mau tarik dana aja ribet banget,1,2025-03-03 09:28:16,negative,bangkemau tarik dana aja ribet banget,39
mantap,5,2025-03-03 09:20:41,positive,mantap,6
mantap,5,2025-03-03 09:14:57,positive,mantap,6
Syuka,5,2025-03-03 08:45:10,positive,syuka,5
Nama ekpedisi tidak keliatan bakal dapet apa. Tulisanya cuma kurir rekomendasi beda sama sopi yg keliatan. Sekarang saya beralih ke sopi,1,2025-03-03 08:34:18,negative,nama ekpedisi keliatan dapet tulisanya kurir rekomendasi beda sopi yg keliatan beralih sopi,136
sangat membantu,5,2025-03-03 08:26:36,positive,membantu,15
"Lalod, kalau sdh tidak lalod baru up, sdh terupdate aplikasi nya, sinyal kencang 30mbps, cm mmg aplikasi nya lalod, ud ngk lalod baru up bintang. . Sejelek"" nya CS Shopee masih lbh jelek CS nya Tokped, Sdh slow respon, ngk menyelesaikan masalah, lain di tny lain di jawab..., parah..!. Terus kasih voucher tipuan, pas mau di bayar vocuher nya ngk bisa di pakai, tanya cs, kembali lg ke kalimat sblmx, pelayanan cs nya kek Kong"" 😄",1,2025-03-03 08:23:05,negative,lalod sdh lalod up sdh terupd aplikasi nya sinyal kencang mbp cm mmg aplikasi nya lalod ud ngk lalod up bintang sejelek nya cs shope lbh jelek cs nya tokp sdh slow respon ngk menyelesaikan tni parah kasih voucher tipuan pa bayar vocuh nya ngk pakai cs lg kalimat sblmx pelayanan cs nya kek kong 😄,429
Bagus,5,2025-03-03 08:19:19,positive,bagu,5
sangat puas,5,2025-03-03 08:13:15,positive,pua,11
kenapa sekarang tidak bisa melihat kapan toko terakhir online dan online..??,1,2025-03-03 07:30:11,negative,toko onlin onlin,76
"belanja ditokopedia serba mudah dan tanggap,seller sellernya juga ok semua,bisa cicilan pula,,trimakasih Tokopedia,sukses slalu,,,",5,2025-03-03 07:29:28,positive,belanja ditokopedia serba mudah tanggapsel sellernya ok semuabisa cicilan pulatrimakasih tokopediasuks slalu,130
"cepat, mantap..semoga terus sukses",5,2025-03-03 07:12:28,positive,cepat mantapsemoga suks,34
Saya pake promo akun baru pas udah pesan di batalin sama tokopedia dan vocernya ngak kembali,2,2025-03-03 07:05:14,negative,pake promo akun pa udah pesan batalin tokopedia vocernya ngak,92
Tokopedia selalu jadi pilihan terbaik,5,2025-03-03 06:39:17,positive,tokopedia pilihan terbaik,37
good,5,2025-03-03 06:22:32,positive,good,4
"Sumpah makasih banget Tokopedia, diskonnya tuhh mantep2 benerrr udah diskon 30rb + gratis ongkir jadi ke rumah paling paket harga 5rban aja😭😭💕makasihhnyaaa🥰",5,2025-03-03 06:21:35,positive,sumpah makasih banget tokopedia diskonnya tuhh mantep benerrr udah diskon rb grati ongkir rumah paket harga rban aja😭😭💕makasihhnyaaa🥰,156
"sebagai olshop yang tergolong uda lama, makin lama kualitasnya makin parah, terutama dalam urusan kurir yang dipilih. masa saya pesan di toko sebelah itu bisa nyampe tapi kurir JNE pilihan Tokopedia katanya tidak dapat mengirimkan karena banjr, la kok yg SPX bisa nyampe?padahl saya cek itu saat keduanya di kecamatan yang sama pada hari yang sama. cuma yg SPX bisa sampai tapi yg JNE nya Tokopedia g sampai karena alasan banjir. kan aneh. kurir pilihan kok kualitas ekspedisinya gak jelas.",1,2025-03-03 05:47:42,negative,olshop tergolong uda kualitasnya parah urusan kurir dipilih pesan toko sebelah nyamp kurir jne pilihan tokopedia mengirimkan banjr la yg spx nyampepadahl cek kecamatan yg spx yg jne nya tokopedia g alasan banjir aneh kurir pilihan kualita ekspedisinya gak,490
"Saya kurang suka ,Belum bisa cod",1,2025-03-03 05:31:06,negative,suka cod,32
"SUMPAH NYESEL BARU DOWNLOAD, ADA DISKON SETIAP HARI WOII DAN DISKONNYA JUGA GA MAIN MAIN ANJOYY TOKPED EMANG THE BEST BANGET DEH🤩🤩🤩",5,2025-03-03 05:16:28,positive,sumpah nyesel download diskon woii diskonnya ga main main anjoyi tokp emang the best banget deh🤩🤩🤩,131
bagus,5,2025-03-03 05:10:47,positive,bagu,5
Oke,5,2025-03-03 05:04:44,positive,oke,3
banyakin gratis ongkirnya dunk,5,2025-03-03 05:02:36,positive,banyakin grati ongkirnya dunk,30
nice goods,5,2025-03-03 04:52:19,positive,nice good,10
seruu,5,2025-03-03 04:49:24,positive,seruu,5
good job,5,2025-03-03 04:35:36,positive,good job,8
bagus,4,2025-03-03 04:32:33,positive,bagu,5
Banyak diskonyaa untuk penggunaan baru BAGUSS bikin betahh😘,5,2025-03-03 04:29:27,positive,diskonyaa penggunaan baguss bikin betahh😘,59
Semua bagus pilihan yang baik semoga sukses selalu baik bahagia sesuai,5,2025-03-03 04:25:46,positive,bagu pilihan semoga suks bahagia sesuai,70
good,4,2025-03-03 04:11:12,positive,good,4
sngt bagus,5,2025-03-03 03:53:49,positive,sngt bagu,10
aplikasi nya bguss,4,2025-03-03 03:38:47,positive,aplikasi nya bguss,18
Puasss banget 🥰🥰🥰🥰 Tp sayangnya gk ada fitur lacak pesenan tp untuk keseluruhan buagusss,5,2025-03-03 03:35:29,positive,puasss banget 🥰🥰🥰🥰 tp sayangnya gk fitur lacak pesenan tp buagusss,88
terbaik,5,2025-03-03 03:30:32,positive,terbaik,7
"Kurir rekomendasi sangat buruk, resi tidak update seharian entah ke mana barangnya",1,2025-03-03 03:21:41,negative,kurir rekomendasi buruk resi updat seharian barangnya,82
tokopedia kok jadi error sudah berapa kali belanja kok sering terjadi pembatalan otomatis... padahal dah nunggu belanjaan lama... jadi terbuang sia-sia waktu saya,2,2025-03-03 02:52:52,negative,tokopedia error kali belanja pembatalan otomati dah nunggu belanjaan terbuang siasia,162
biar bintang yang menjawab,5,2025-03-03 02:29:58,positive,biar bintang,26
banyak promonya bos ku,5,2025-03-03 02:29:32,positive,promonya bo ku,22
"Toko ga bertanggung jawab, saldo dana tiba2 hilang d sedot padahal ga beli apa2 anj mending ga udh download aplikasi ini klo ga mau sama kek gw",1,2025-03-03 02:22:56,negative,toko ga bertanggung saldo dana hilang d sedot ga beli anj mend ga udh download aplikasi klo ga kek gw,143
good job,5,2025-03-03 02:03:23,positive,good job,8
good,4,2025-03-03 01:56:05,positive,good,4
Sangat bermanfaat,5,2025-03-03 01:50:01,positive,bermanfaat,17
masyaAllah,5,2025-03-03 01:23:16,positive,masyaallah,10
"The application is very easy to use, especially if you get vouchers from the application, and the price is affordable. Moreover, there are many other promotions here for you to try.",5,2025-03-03 01:21:02,positive,the applic is veri easi to use especi if you get voucher from the applic and the price is afford moreov there are mani other promot here for you to tri,181
Fitur COD sangat sedikit,1,2025-03-03 01:18:54,negative,fitur cod,24
diskonnya mantap... lanjutkan,5,2025-03-03 01:17:16,positive,diskonnya mantap lanjutkan,29
pilihan yg komplit proses belanja yg mudah banyak gratis ongkit,5,2025-03-03 00:47:43,positive,pilihan yg komplit prose belanja yg mudah grati ongkit,63
Tokopedia semoga sukses selalu untuk selamanya,5,2025-03-03 00:42:15,positive,tokopedia semoga suks,46
Banyak promo dan diskon,5,2025-03-03 00:19:04,positive,promo diskon,23
Cakeppppppppp,4,2025-03-03 00:17:09,positive,cakeppppppppp,13
Saya tidak suka sama sekali update terbaru dimana ketika melihat barang cuma foto nya harus di klik lagi buat liat detail nya saya lebih suka yang pertama langsung bisa cek nggak harus klik lagi. Cukup mengecewakan,2,2025-03-02 23:30:47,negative,suka updat terbaru dimana barang foto nya klik liat detail nya suka langsung cek nggak klik mengecewakan,214
Semoga Lebih Simpel Lagi,4,2025-03-02 23:27:51,positive,semoga simpel,24
membantu juga,5,2025-03-02 22:58:50,positive,membantu,13
"Untuk kurir yang rada lambat seperti w**ana sebaiknya di eliminasi saja, membuat paket menjadi lama tibanya... TSWHN10458602 status dikirim dari tanggal 27 februari sampai saat ini belum juga sampai. Berpuluh puluh kali transaksi di toko hijau paling lama untuk kiriman reguler 3 hari",2,2025-03-02 22:44:49,negative,kurir rada lambat wana eliminasi paket tibanya tswhn statu dikirim tanggal februari berpuluh puluh kali transaksi toko hijau kiriman regul,284
