content,score,at,sentiment,processed_content
semoga barang yg dicek out sesuai dengan pesanan ya,5,2025-02-26 22:41:28,positive,semoga barang yg dicek out sesuai pesanan ya
Aplikasi sering bug,1,2025-02-26 22:25:09,negative,aplikasi bug
bnyk promo y trimh ksih bisa blnja dsini dgn mudhb,5,2025-02-26 22:24:20,positive,bnyk promo y trimh ksih blnja dsini dgn mudhb
"Susah banget daftarnya bikin emosi,kesalahan server mulu",1,2025-02-26 22:18:03,negative,susah banget daftarnya bikin emosikesalahan server mulu
lebih bnyak lgi dong diskon nya,5,2025-02-26 22:06:35,positive,bnyak lgi diskon nya
Wow aplikasinya bagus banget,5,2025-02-26 21:55:24,positive,wow aplikasinya bagu banget
"ada angka nya paylater tp gk bisa di pake,, tokped sempak",1,2025-02-26 21:41:09,negative,angka nya paylat tp gk pake tokp sempak
tooppp,5,2025-02-26 21:35:24,positive,tooppp
Kenapa sekarang ketika pencet barang selalu harus pencet lagi (Lihat Detail Produk). Bikin males pakai tokopedia. Tolong kembalikan seperti biasa,1,2025-02-26 21:26:16,negative,pencet barang pencet lihat detail produk bikin male pakai tokopedia tolong kembalikan
Puaaaassssssssssss bingiiitttt,5,2025-02-26 21:02:15,positive,puaaaassssssssssss bingiiitttt
"kupon diskon berjejer di deretan kupon yg bisa dipakai,tapi tidak ada satupun keterangan soal dimana voucher diskon itu bisa digunakan,ini aplikasi nya yang SAMPAH atau memang tidak niat promosi,..lebih baik tidak usah kasih voucher diskon ini itu,jika tidak diberi keterangan untuk toko atau jenis barang apa saja,.. bukan malah diisi keterangan ""toko tertentu""saja...memang nya kita peramal....Makin gak jelas aja ini aplikasi",1,2025-02-26 20:40:42,negative,kupon diskon berjej deretan kupon yg dipakaitapi satupun keterangan dimana voucher diskon digunakanini aplikasi nya sampah niat promosilebih kasih voucher diskon itujika keterangan toko jeni barang diisi keterangan toko tertentusajamemang nya peramalmakin gak aja aplikasi
sangat membantu dalam pembelian barang secara online,5,2025-02-26 20:32:37,positive,membantu pembelian barang onlin
sangat bagus,5,2025-02-26 20:21:49,positive,bagu
Tolong etsimasinya di perbarui jangan seminggu padahal cekout satu kota masa 1minggu baru nyampe,4,2025-02-26 20:12:52,positive,tolong etsimasinya perbarui seminggu cekout kota minggu nyamp
Jdi males belanja di toko pedia ga ada gratis ongkir dan diskon nya cuma sekali ja ada gratis ongkir dan diskon nya. Lbh sempurna belanja d shoppe,2,2025-02-26 20:10:21,negative,jdi male belanja toko pedia ga grati ongkir diskon nya ja grati ongkir diskon nya lbh sempurna belanja d shopp
"Belanja di Tokopedia makin gak jelas,pesanan gak direspon. Gak ada gerakan. Mending di shopee produk beragam,banyak pilihan,pengiriman cepat,toko nya pun selalu menjaga,dan menghargai pembeli",1,2025-02-26 20:08:32,negative,belanja tokopedia gak jelaspesanan gak direspon gak gerakan mend shope produk beragambanyak pilihanpengiriman cepattoko nya menjagadan menghargai pemb
Bari pertama kali pake kesannya buruk telat nyampe barangnya,1,2025-02-26 20:02:36,negative,bari kali pake kesannya buruk telat nyamp barangnya
"Pelayanannya bagus, barang barang sesuai👍🏻",5,2025-02-26 19:37:18,positive,pelayanannya bagu barang barang sesuai👍🏻
Setiap transaksi bank BRI prosesnya lama direspon sama pihak tokpednya,1,2025-02-26 19:33:20,negative,transaksi bank bri prosesnya direspon tokpednya
mantap terimakasih,5,2025-02-26 19:23:37,positive,mantap terimakasih
Bagus mantap banget aplikasinya keren sekali.terimakasih saya bangga sekali dengan aplikasi ini.hore 👍🙏🤔🤓🤳.,5,2025-02-26 19:18:05,positive,bagu mantap banget aplikasinya keren sekaliterimakasih bangga aplikasi inihor 👍🙏🤔🤓🤳
degang Tokopedia belanja lebih mudah,5,2025-02-26 19:13:50,positive,degang tokopedia belanja mudah
biar bintang yang berbicara,5,2025-02-26 19:12:40,positive,biar bintang berbicara
mantap,5,2025-02-26 18:43:59,positive,mantap
aplikasi aneh ngbandingin harga suatu produk sama apk oren jauh bangt njir mahal mahal kalo di apk ini pdhl sama sama di mall nya,1,2025-02-26 18:41:52,negative,aplikasi aneh ngbandingin harga produk apk oren bangt njir mahal mahal kalo apk pdhl mall nya
Kurir yang dipake tokped lelet mnding apl sebelah,2,2025-02-26 18:40:20,negative,kurir dipak tokp lelet mnding apl sebelah
Kenapa jadi susah untuk login ? Dan terkadang voucher tdk bisa di gunakan padahal waktu hangus voucher nya masih lama ?,4,2025-02-26 18:11:19,positive,susah login terkadang voucher tdk hangu voucher nya
"gila Tokopedia gacor bangett anjenggg, paket gua cpt banget sampenya",5,2025-02-26 18:00:42,positive,gila tokopedia gacor bangett anjenggg paket gua cpt banget sampenya
mantap sekali. sangat nyaman yransakasi di tokopedia,5,2025-02-26 18:00:10,positive,mantap nyaman yransakasi tokopedia
bagus,5,2025-02-26 17:54:21,positive,bagu
cukup membantu saat butuh yg dicari.,5,2025-02-26 17:50:18,positive,membantu butuh yg dicari
good,5,2025-02-26 17:24:00,positive,good
pesanan saya datang terlambat terus menerus kurir sicepat Dou gak beres lambat,1,2025-02-26 17:04:21,negative,pesanan terlambat meneru kurir sicepat dou gak bere lambat
"COK!!! MURAH MURAH ASELIII SUMPILLL KALEAN WAJIB INSTAL SIHHH MURCE ABIS COKKK,😔😔😔 NYESEL BANGET NGGA DARI DULU TAUNYAAA",5,2025-02-26 17:03:20,positive,cok murah murah aseliii sumpill kalean wajib instal sihhh murc abi cokkk😔😔😔 nyesel banget ngga taunyaaa
di coba dulu,4,2025-02-26 16:53:39,positive,coba
istimewa pokok nya Tokopedia,5,2025-02-26 16:39:17,positive,istimewa pokok nya tokopedia
mantap,5,2025-02-26 16:35:01,positive,mantap
"Parah ah tokped, kenapa kerjasama denga jasa kirim jne terus. Tolong tambah pilihan kurir rekomendasi bisa pilih jasa kirim yang mana lah. Jne lelet nya ampuuuun, ga ada kurir nya apa nih jasa kirim.",1,2025-02-26 16:29:13,negative,parah ah tokp kerjasama denga jasa kirim jne tolong pilihan kurir rekomendasi pilih jasa kirim jne lelet nya ampuuuun ga kurir nya nih jasa kirim
belanja lebih mudah,5,2025-02-26 16:10:28,positive,belanja mudah
wow,1,2025-02-26 15:29:41,negative,wow
Daftar nya ribet pake email pake nomer hp EROR trs beberapa kali coba ttep EROR..,1,2025-02-26 15:28:39,negative,daftar nya ribet pake email pake nomer hp eror tr kali coba ttep eror
"saya tidak pernah mendaftar di tokopedia kenapa ada notifikasi kode verifikasi... ingat ya jika terjadi penyalagunaan data akan saya tuntut !! itu bkn saya 😡😡 nomor 0821*****262, kenapa notif kode verifikasi uda bbrpa hari ini selalu dikrim padhaal gk pernah download apalagi registrasi. hapus data yg terkait saya karena itu bukan saya",1,2025-02-26 14:50:54,negative,mendaftar tokopedia notifikasi kode verifikasi ya penyalagunaan data tuntut bkn 😡😡 nomor notif kode verifikasi uda bbrpa dikrim padhaal gk download registrasi hapu data yg terkait
Ok bgt,5,2025-02-26 14:50:52,positive,ok bgt
Aplikasi ini sngt membantu.,5,2025-02-26 14:32:44,positive,aplikasi sngt membantu
"Kecewa si, diskon pengguna baru, udah dapet barangnya dengan harga diskon, udah di bayar juga, malah di batalkan oleh sistem, dan mau beli barang yang sama lagi harganya udah naik, apaan gajelas banget, gak niat kasih diskon Mending pake oren aja deh, walau gaada diskon banyak tapi gak ngasih iming iming trus di tinggalin, kecewaa!!",1,2025-02-26 14:11:22,negative,kecewa si diskon pengguna udah dapet barangnya harga diskon udah bayar batalkan sistem beli barang harganya udah gajela banget gak niat kasih diskon mend pake oren aja deh gaada diskon gak ngasih ime ime tru tinggalin kecewaa
sukses selalu,5,2025-02-26 14:00:48,positive,suks
Miskin promo. Skrg malah makin parah. Sampe miskin gratis ongkir,1,2025-02-26 13:50:54,negative,miskin promo skrg parah samp miskin grati ongkir
Good pertahankan,4,2025-02-26 13:43:55,positive,good pertahankan
Split pembyaran nggabisa 👎,2,2025-02-26 13:21:33,negative,split pembyaran nggabisa 👎
"1.Harusnya toko yang tidak aktif jangan di tampilkan'. 2.Penjual harus merespon 1 X 24jam jika tidak batalkan langsung pengiriman 3.Jangan menggunakan fitur IA,karena itu tidak akan berguna jika yang jualan masih manusia",1,2025-02-26 13:18:32,negative,toko aktif tampilkan penjual merespon x jam batalkan langsung pengiriman fitur iakarena berguna jualan manusia
memuaskan,5,2025-02-26 13:14:53,positive,memuaskan
mantap,4,2025-02-26 13:12:20,positive,mantap
Aplikasi sangat bagus dan terpercaya.,5,2025-02-26 12:46:34,positive,aplikasi bagu terpercaya
tambah lagi diskonnya,5,2025-02-26 12:37:50,positive,diskonnya
"Pengalaman beberapa kali belanja Sudah begitu sering berbelanja di Toko pedia, lumayan lah. Sampai sekarang saya masih tetap belanja di toko Pedia.",5,2025-02-26 12:12:46,positive,pengalaman kali belanja berbelanja toko pedia lumayan belanja toko pedia
semoga pas aku download bisa hemat,5,2025-02-26 12:11:29,positive,semoga pa download hemat
aplikasinya bagus buat pengguna baru banyak kupon diskon promo terima kasih tokopedia,5,2025-02-26 12:09:31,positive,aplikasinya bagu pengguna kupon diskon promo terima kasih tokopedia
"Mau buat akun nggak bisa bisa. Katanya terjadi kesalahan pada server.ulangi beberapa saat lagi, kaya gitu terus masa su",1,2025-02-26 12:07:18,negative,akun nggak kesalahan serverulangi kaya gitu su
Nonaktifkan metode pembayaran COD. Orang-orang dinegara ini belum sepenuhnya siap untuk metode pembayaran COD.,5,2025-02-26 11:43:06,positive,nonaktifkan metod pembayaran cod orangorang dinegara sepenuhnya metod pembayaran cod
selama menggunakan tokopedia selalu puas saat pesan barang. cuma beberapa fitur gk bisa tersedia ntah karna kebijakan seperti apa. overall nice,4,2025-02-26 11:31:15,positive,tokopedia pua pesan barang fitur gk tersedia ntah karna kebijakan overal nice
"Koreksi Ya TOLONG NIH, Jasa yg DIREKOMENDASIKAN yaitu JNE sangat tidak layak buat DIREKOMENDASIKAN, Sampe 6 HARI bahkan 1 MINGGU paket ESTIMASINYA, LAMBAT ITU JASA JNE , KECEWA BANGET. RANTING BISA DIPERBAIKI!",2,2025-02-26 11:25:58,negative,koreksi ya tolong nih jasa yg direkomendasikan jne layak direkomendasikan samp minggu paket estimasinya lambat jasa jne kecewa banget rant diperbaiki
Gabisa didownload,1,2025-02-26 11:04:55,negative,gabisa didownload
Selalu puas dengan Tokopedia....,5,2025-02-26 10:44:15,positive,pua tokopedia
"Hanya beberapa kali memang belanja disini karna pembelian pertama memang ada diskon dan barang datang sesuai, tetapi setelahnya promo2nya ga jelas, toko ga jelas. Baru kemaren nih pesanan batal otomatis karna seller tidak mengirimkan barang padahal saya tunggu sudah 3 hari di chat seller pun tidak direspon dan itu 2 toko yg berbeda tapi semua pesanan dibatalkan otomatis.. Niat promo ga sih sebenernya? Masih oke lazada sih kalo kaya gini mah, walaupun emang beda kelas (katanya) tapi ga ribet!",1,2025-02-26 10:41:49,negative,kali belanja karna pembelian diskon barang sesuai setelahnya promonya ga toko ga kemaren nih pesanan batal otomati karna seller mengirimkan barang tunggu chat seller direspon toko yg berbeda pesanan dibatalkan otomati niat promo ga sih sebenernya oke lazada sih kalo kaya gini mah emang beda kela ga ribet
"Ini sdh bagus Wishlist ada beranda bawah, jgn dirubah lagi Oh ya kenapa program menabung emas sudah ga ada lagi ?",5,2025-02-26 10:36:42,positive,sdh bagu wishlist beranda jgn dirubah oh ya program menabung ema ga
semoga terpercaya,5,2025-02-26 10:36:22,positive,semoga terpercaya
"Ribet amat ga bisa pilih opsi pengiriman sesuai keinginan pembeli. Sebelum beli, seharusny bisa memilih opsi pengiriman nya...",2,2025-02-26 10:24:33,negative,ribet ga pilih opsi pengiriman sesuai pemb beli seharusni memilih opsi pengiriman nya
ok banget.. mudah,5,2025-02-26 10:23:26,positive,ok banget mudah
"Kurirnya lemot banget,, kecewa sangat... Sampai sekarang pesanan saya tidak datang2.",1,2025-02-26 10:13:16,negative,kurirnya lemot banget kecewa pesanan
"Tidak memuaskan untuk pengalaman pembelian, knpa ketika pesan yang dapat promo....paket hilang, hanya mondar-mandir ketika di cek, akhirnya ajukan komplen, di arahkan untuk pengembalian dana, padahal harga aslinya 35k, dpat promo 15k, hilang paketnya, ajukan kembalian aja balik modal gk sampe, hadehhh, kecewa sangat",1,2025-02-26 09:52:48,negative,memuaskan pengalaman pembelian knpa pesan promopaket hilang mondarmandir cek ajukan komplen arahkan pengembalian dana harga aslinya k dpat promo k hilang paketnya ajukan kembalian aja modal gk samp hadehhh kecewa
"Woi tokped! gua pakek fitur pembayaran melalui qris kenapa ga ke verifikasi?, padahal gua udah bayar! Saldo gua juga ke potong! Gua udah hubungi CS ga ada tanggapan.. GIMANAA DONGG! TAU GINI GA DONLOT TOKPED LAGI",2,2025-02-26 09:06:18,negative,woi tokp gua pakek fitur pembayaran qri ga verifikasi gua udah bayar saldo gua potong gua udah hubungi cs ga tanggapan gimanaa dongg tau gini ga donlot tokp
Gak usah pakai kurir rekomendasi SAPX,1,2025-02-26 09:05:38,negative,gak pakai kurir rekomendasi sapx
keren,5,2025-02-26 08:18:48,positive,keren
Semoga elegan jadi sesuai pesanan,4,2025-02-26 08:18:10,positive,semoga elegan sesuai pesanan
Untuk toko pedia mohon ketika ada yang melakukan laporan di cek kembali apakah itu melanggar atau tidak. Dan sangat mohon jangan melakukan moderasi langsung karena toko lain pun sama berjualan dengan barang yang sama tetapi masih aman,1,2025-02-26 08:16:31,negative,toko pedia mohon laporan cek melanggar mohon moderasi langsung toko berjualan barang aman
Aplikasi sangat bagus,5,2025-02-26 08:07:55,positive,aplikasi bagu
kenapa gk bisa daftar sih selalu gangguan server pdhl jaringan bagus,1,2025-02-26 07:54:14,negative,gk daftar sih gangguan server pdhl jaringan bagu
bagus,5,2025-02-26 07:40:42,positive,bagu
"Bener ya belanja di toko pedia jauh bedanya pengirimanya lambat padahal qta beli di tokopedia ongkir bayar,sedangkan ongkir di lazada gratis tp wktu pengirimanya cepet j&n tokopedia pakai j&t lambat,tp di lazada t&n dari Semarang ke Banten 2 hari sampai,tp Tokopedia dri Depok ke Banten 2 hari blm sampai ampun saya tokopedia lelet",1,2025-02-26 07:36:35,negative,bener ya belanja toko pedia bedanya pengirimanya lambat qta beli tokopedia ongkir bayarsedangkan ongkir lazada grati tp wktu pengirimanya cepet jn tokopedia pakai jt lambattp lazada tn semarang banten sampaitp tokopedia dri depok banten blm ampun tokopedia lelet
Terlalu mahal ongkirnya,5,2025-02-26 07:25:10,positive,mahal ongkirnya
Ok,5,2025-02-26 07:03:29,positive,ok
Bagus,5,2025-02-26 06:01:41,positive,bagu
Apliksi nya bagus banget,5,2025-02-26 05:46:03,positive,apliksi nya bagu banget
"Tolong untuk Tokopedia Tingkat kan di pengiriman kurir, seharusnya pengiriman sampe 3 hari . Masa jadi 8 hari udah sampai . Msa Paket.nya di timbun nunggu barengan yg lain . Kalo ga ada barengan ga dikirim2 paketnya. Juga Update status pengiriman slalu telat . Apalagi ""Rekomendasi"" ... Kalo Tokopedia begini terus semua pelanggan bakal pada pindah",1,2025-02-26 04:13:21,negative,tolong tokopedia tingkat pengiriman kurir pengiriman samp udah msa paketnya timbun nunggu barengan yg kalo ga barengan ga dikirim paketnya updat statu pengiriman slalu telat rekomendasi kalo tokopedia pelanggan pindah
"jangan belanja disini klaim barang hilang susah, pihak penjual tidak diganti pihak pembeli pun sama,, mening belanja di shope lazada atau aplikasi semacamnya yang ini tahun 2025 udh hancur",1,2025-02-26 03:32:22,negative,belanja klaim barang hilang susah penjual diganti pemb mene belanja shope lazada aplikasi semacamnya udh hancur
Mantap sekali Tokopedia ini,5,2025-02-26 02:29:35,positive,mantap tokopedia
Shopee gampang eror webview lelet. Lazada Ga lengkap... 🙃,5,2025-02-26 00:40:31,positive,shope gampang eror webview lelet lazada ga lengkap 🙃
proses sangat cpt,5,2025-02-26 00:26:16,positive,prose cpt
tolong perbaiki bug nya min? Bagian notif pesan ada 2 pcs tapi di buka gak ada pesan,2,2025-02-25 23:33:45,negative,tolong perbaiki bug nya min notif pesan pc buka gak pesan
"Di update malah keluar akun, mau masuk lagi malah ga bisa... Gimana si tokopedia.. Di update malah rusak!!!!!!!",1,2025-02-25 23:22:58,negative,updat akun masuk ga gimana si tokopedia updat rusak
good,5,2025-02-25 23:14:35,positive,good
good apps,5,2025-02-25 23:02:55,positive,good app
Mantap...,5,2025-02-25 22:50:38,positive,mantap
Mudah mendownloadnya,5,2025-02-25 22:28:01,positive,mudah mendownloadnya
Return ditolak padahal sudah jelas barang tidak sesuai,1,2025-02-25 22:15:58,negative,return ditolak barang sesuai
Udah daftar Tokopedia plus voucher diskon gk bisa di pakai. Malah banyak diskon yang dibuat untuk toko tertentu. Ongkir nya hanya beda kota sebelah lebih mahal dari pada harga kirim pakek sendiri. Masa harus beli dalam kota baru gratis ongkir.,2,2025-02-25 21:52:42,negative,udah daftar tokopedia plu voucher diskon gk pakai diskon toko ongkir nya beda kota sebelah mahal harga kirim pakek beli kota grati ongkir
mudah diikuti petunjuknya,5,2025-02-25 21:14:11,positive,mudah diikuti petunjuknya
mantappp promonya,5,2025-02-25 21:12:17,positive,mantappp promonya
Ini tokopedia masih mau kerjasama dengan ekspedisi maling kah? Review di google maps sudah menunjukan ekspedisi tersebut maling semua.,1,2025-02-25 21:08:13,negative,tokopedia kerjasama ekspedisi male kah review googl map menunjukan ekspedisi male
Hati hati saldo GO-PAY hilang.. Ada pencurian dana diwaktu malam.. Transaksi tanpa persetujuan/notifikasi ke pengguna.. Dari pihak toped hanya menganjurkan kepihak polisi ga ada pengambalian dana yg dicuri.. Hati2 ya para pengguna khususnya yg tersambung ke gopay.,1,2025-02-25 21:05:55,negative,hati hati saldo gopay hilang pencurian dana diwaktu malam transaksi persetujuannotifikasi pengguna tope menganjurkan kepihak polisi ga pengambalian dana yg dicuri hati ya pengguna yg tersambung gopay
